kvms	VMsBooted	Unixtime.nanosec	User: 80677 nice: 9206 system: 1159881 idle: 98351364 iowait: 26239 irq: 1097795 softirq: 0 steal: 0 user_rt: 8828 system_rt: 0 User: 16090 nice: 1 system: 617488 idle: 24279109 iowait: 2404 irq: 285984 softirq: 0 steal: 0 user_rt: 2048 system_rt: 0 User: 22854 nice: 4411 system: 141478 idle: 24327318 iowait: 7573 irq: 705059 softirq: 0 steal: 0 user_rt: 2798 system_rt: 0 User: 17097 nice: 4417 system: 211015 idle: 24829260 iowait: 11694 irq: 49647 softirq: 0 steal: 0 user_rt: 1691 system_rt: 0 User: 24634 nice: 375 system: 189898 idle: 24915675 iowait: 4567 irq: 57104 softirq: 0 steal: 0 user_rt: 2289 system_rt: 0 cpu.User	cpu.nice	cpu.system	cpu.idle	cpu.iowait	cpu.irq	cpu.softirq	cpu.steal	cpu.user_rt	cpu.system_rt		cpu0.User	cpu0.nice	cpu0.system	cpu0.idle	cpu0.iowait	cpu0.irq	cpu0.softirq	cpu0.steal	cpu0.user_rt	cpu0.system_rt		cpu1.User	cpu1.nice	cpu1.system	cpu1.idle	cpu1.iowait	cpu1.irq	cpu1.softirq	cpu1.steal	cpu1.user_rt	cpu1.system_rt		cpu2.User	cpu2.nice	cpu2.system	cpu2.idle	cpu2.iowait	cpu2.irq	cpu2.softirq	cpu2.steal	cpu2.user_rt	cpu2.system_rt		cpu3.User	cpu3.nice	cpu3.system	cpu3.idle	cpu3.iowait	cpu3.irq	cpu3.softirq	cpu3.steal	cpu3.user_rt	cpu3.system_rt		Active(anon):	Active(file):	Active:	AnonHugePages:	AnonPages:	Bounce:	Buffers:	Cached:	CommitLimit:	Committed_AS:	DirectMap1G:	DirectMap2M:	DirectMap4k:	Dirty:	HardwareCorrupted:	HugePages_Free:	HugePages_Rsvd:	HugePages_Surp:	HugePages_Total:	Hugepagesize:	Inactive(anon):	Inactive(file):	Inactive:	KernelStack:	Mapped:	MemFree:	MemTotal:	Mlocked:	NFS_Unstable:	PageTables:	SReclaimable:	SUnreclaim:	Shmem:	Slab:	SwapCached:	SwapFree:	SwapTotal:	Unevictable:	VmallocChunk:	VmallocTotal:	VmallocUsed:	Writeback:	WritebackTmp:	
1000	 1015	1399904026.887106617	User: 180525 nice: 9206 system: 1936838 idle: 98361763 iowait: 28169 irq: 1106459 softirq: 0 steal: 0 user_rt: 93170 system_rt: 0 User: 41641 nice: 1 system: 812159 idle: 24280218 iowait: 3218 irq: 288352 softirq: 0 steal: 0 user_rt: 23784 system_rt: 0 User: 48360 nice: 4411 system: 337614 idle: 24329137 iowait: 8058 irq: 705566 softirq: 0 steal: 0 user_rt: 24063 system_rt: 0 User: 42132 nice: 4417 system: 403974 idle: 24832685 iowait: 11899 irq: 52493 softirq: 0 steal: 0 user_rt: 22910 system_rt: 0 User: 48391 nice: 375 system: 383090 idle: 24919722 iowait: 4992 irq: 60046 softirq: 0 steal: 0 user_rt: 22411 system_rt: 0 180525	9206	1936838	98361763	28169	1106459	0	0	93170	0		41641	1	812159	24280218	3218	288352	0	0	23784	0		48360	4411	337614	24329137	8058	705566	0	0	24063	0		42132	4417	403974	24832685	11899	52493	0	0	22910	0		48391	375	383090	24919722	4992	60046	0	0	22411	0		4951148	920992	5872140	997376	4950988	0	103464	1654644	15604224	44961604	9437184	3088384	57336	140	0	0	0	0	0	2048	44	836860	836904	26144	24028	2836540	10241036	0	0	114188	132848	119512	248	252360	0	10483708	10483708	0	34359684404	34359738367	32308	4	0	
1000	 1017	1399904034.733089117	User: 180904 nice: 9206 system: 1939562 idle: 98361763 iowait: 28169 irq: 1106459 softirq: 0 steal: 0 user_rt: 93532 system_rt: 0 User: 41808 nice: 1 system: 812766 idle: 24280218 iowait: 3218 irq: 288352 softirq: 0 steal: 0 user_rt: 23942 system_rt: 0 User: 48401 nice: 4411 system: 338349 idle: 24329137 iowait: 8058 irq: 705566 softirq: 0 steal: 0 user_rt: 24104 system_rt: 0 User: 42214 nice: 4417 system: 404668 idle: 24832685 iowait: 11899 irq: 52493 softirq: 0 steal: 0 user_rt: 22990 system_rt: 0 User: 48479 nice: 375 system: 383778 idle: 24919722 iowait: 4992 irq: 60046 softirq: 0 steal: 0 user_rt: 22494 system_rt: 0 180904	9206	1939562	98361763	28169	1106459	0	0	93532	0		41808	1	812766	24280218	3218	288352	0	0	23942	0		48401	4411	338349	24329137	8058	705566	0	0	24104	0		42214	4417	404668	24832685	11899	52493	0	0	22990	0		48479	375	383778	24919722	4992	60046	0	0	22494	0		4955724	920992	5876716	997376	4955616	0	103472	1654656	15604224	44961604	9437184	3088384	57336	168	0	0	0	0	0	2048	44	836888	836932	26184	24052	2832076	10241036	0	0	114224	132852	119516	248	252368	0	10483708	10483708	0	34359684404	34359738367	32308	0	0	
1000	 1026	1399904040.808003471	User: 181722 nice: 9206 system: 1941177 idle: 98361763 iowait: 28169 irq: 1106459 softirq: 0 steal: 0 user_rt: 94330 system_rt: 0 User: 42002 nice: 1 system: 813181 idle: 24280218 iowait: 3218 irq: 288352 softirq: 0 steal: 0 user_rt: 24128 system_rt: 0 User: 48721 nice: 4411 system: 338637 idle: 24329137 iowait: 8058 irq: 705566 softirq: 0 steal: 0 user_rt: 24419 system_rt: 0 User: 42359 nice: 4417 system: 405132 idle: 24832685 iowait: 11899 irq: 52493 softirq: 0 steal: 0 user_rt: 23133 system_rt: 0 User: 48639 nice: 375 system: 384226 idle: 24919722 iowait: 4992 irq: 60046 softirq: 0 steal: 0 user_rt: 22648 system_rt: 0 181722	9206	1941177	98361763	28169	1106459	0	0	94330	0		42002	1	813181	24280218	3218	288352	0	0	24128	0		48721	4411	338637	24329137	8058	705566	0	0	24419	0		42359	4417	405132	24832685	11899	52493	0	0	23133	0		48639	375	384226	24919722	4992	60046	0	0	22648	0		4965552	920992	5886544	1001472	4965380	0	103480	1654692	15604224	44996648	9437184	3088384	57336	188	0	0	0	0	0	2048	44	836932	836976	26144	24076	2821416	10241036	0	0	114256	132852	119544	248	252396	0	10483708	10483708	0	34359684404	34359738367	32308	0	0	
1000	 1035	1399904053.637665001	User: 182633 nice: 9206 system: 1945395 idle: 98361763 iowait: 28169 irq: 1106459 softirq: 0 steal: 0 user_rt: 95219 system_rt: 0 User: 42227 nice: 1 system: 814238 idle: 24280218 iowait: 3218 irq: 288352 softirq: 0 steal: 0 user_rt: 24345 system_rt: 0 User: 48953 nice: 4411 system: 339687 idle: 24329137 iowait: 8058 irq: 705566 softirq: 0 steal: 0 user_rt: 24647 system_rt: 0 User: 42587 nice: 4417 system: 406186 idle: 24832685 iowait: 11899 irq: 52493 softirq: 0 steal: 0 user_rt: 23355 system_rt: 0 User: 48865 nice: 375 system: 385282 idle: 24919722 iowait: 4992 irq: 60046 softirq: 0 steal: 0 user_rt: 22871 system_rt: 0 182633	9206	1945395	98361763	28169	1106459	0	0	95219	0		42227	1	814238	24280218	3218	288352	0	0	24345	0		48953	4411	339687	24329137	8058	705566	0	0	24647	0		42587	4417	406186	24832685	11899	52493	0	0	23355	0		48865	375	385282	24919722	4992	60046	0	0	22871	0		4973752	920996	5894748	1001472	4973484	0	103488	1654732	15604224	45033324	9437184	3088384	57336	224	0	0	0	0	0	2048	44	836976	837020	26232	24076	2813064	10241036	0	0	114312	132852	119600	248	252452	0	10483708	10483708	0	34359684404	34359738367	32308	0	0	
1000	 1040	1399904084.856231360	User: 185848 nice: 9206 system: 1954666 idle: 98361763 iowait: 28169 irq: 1106460 softirq: 0 steal: 0 user_rt: 97900 system_rt: 0 User: 42724 nice: 1 system: 816862 idle: 24280218 iowait: 3218 irq: 288352 softirq: 0 steal: 0 user_rt: 24820 system_rt: 0 User: 50243 nice: 4411 system: 341519 idle: 24329137 iowait: 8058 irq: 705566 softirq: 0 steal: 0 user_rt: 25881 system_rt: 0 User: 43809 nice: 4417 system: 408085 idle: 24832685 iowait: 11899 irq: 52494 softirq: 0 steal: 0 user_rt: 24125 system_rt: 0 User: 49071 nice: 375 system: 388197 idle: 24919722 iowait: 4992 irq: 60046 softirq: 0 steal: 0 user_rt: 23074 system_rt: 0 185848	9206	1954666	98361763	28169	1106460	0	0	97900	0		42724	1	816862	24280218	3218	288352	0	0	24820	0		50243	4411	341519	24329137	8058	705566	0	0	25881	0		43809	4417	408085	24832685	11899	52494	0	0	24125	0		49071	375	388197	24919722	4992	60046	0	0	23074	0		4977100	920996	5898096	1001472	4976784	0	103504	1654752	15604224	45033324	9437184	3088384	57336	76	0	0	0	0	0	2048	44	837008	837052	26160	24100	2809440	10241036	0	0	114448	132852	120068	248	252920	0	10483708	10483708	0	34359684404	34359738367	32308	0	0	
1000	 1042	1399904094.321185409	User: 186722 nice: 9206 system: 1957574 idle: 98361764 iowait: 28169 irq: 1106460 softirq: 0 steal: 0 user_rt: 98718 system_rt: 0 User: 43189 nice: 1 system: 817342 idle: 24280218 iowait: 3218 irq: 288352 softirq: 0 steal: 0 user_rt: 25254 system_rt: 0 User: 50491 nice: 4411 system: 342216 idle: 24329137 iowait: 8058 irq: 705566 softirq: 0 steal: 0 user_rt: 26119 system_rt: 0 User: 43836 nice: 4417 system: 409004 idle: 24832685 iowait: 11899 irq: 52494 softirq: 0 steal: 0 user_rt: 24148 system_rt: 0 User: 49204 nice: 375 system: 389010 idle: 24919723 iowait: 4992 irq: 60046 softirq: 0 steal: 0 user_rt: 23196 system_rt: 0 186722	9206	1957574	98361764	28169	1106460	0	0	98718	0		43189	1	817342	24280218	3218	288352	0	0	25254	0		50491	4411	342216	24329137	8058	705566	0	0	26119	0		43836	4417	409004	24832685	11899	52494	0	0	24148	0		49204	375	389010	24919723	4992	60046	0	0	23196	0		4992952	921004	5913956	1003520	4992828	0	103512	1654768	15604224	45295476	9437184	3088384	57336	136	0	0	0	0	0	2048	44	837028	837072	26264	24084	2789592	10241036	0	0	114868	132816	120192	248	253008	0	10483708	10483708	0	34359649108	34359738367	32316	0	0	
1000	 1046	1399904110.530834114	User: 187360 nice: 9206 system: 1963429 idle: 98361764 iowait: 28169 irq: 1106460 softirq: 0 steal: 0 user_rt: 99309 system_rt: 0 User: 43229 nice: 1 system: 818925 idle: 24280218 iowait: 3218 irq: 288352 softirq: 0 steal: 0 user_rt: 25290 system_rt: 0 User: 50554 nice: 4411 system: 343776 idle: 24329137 iowait: 8058 irq: 705566 softirq: 0 steal: 0 user_rt: 26175 system_rt: 0 User: 44342 nice: 4417 system: 410121 idle: 24832685 iowait: 11899 irq: 52494 softirq: 0 steal: 0 user_rt: 24628 system_rt: 0 User: 49233 nice: 375 system: 390605 idle: 24919723 iowait: 4992 irq: 60046 softirq: 0 steal: 0 user_rt: 23214 system_rt: 0 187360	9206	1963429	98361764	28169	1106460	0	0	99309	0		43229	1	818925	24280218	3218	288352	0	0	25290	0		50554	4411	343776	24329137	8058	705566	0	0	26175	0		44342	4417	410121	24832685	11899	52494	0	0	24628	0		49233	375	390605	24919723	4992	60046	0	0	23214	0		5018708	921008	5939716	1013760	5018692	0	103520	1654784	15604224	45468280	9437184	3088384	57336	176	0	0	0	0	0	2048	44	837052	837096	26424	24160	2764220	10241036	0	0	115280	132816	120396	248	253212	0	10483708	10483708	0	34359684404	34359738367	32308	0	0	
1000	 1047	1399904135.458057339	User: 188208 nice: 9206 system: 1972493 idle: 98361764 iowait: 28169 irq: 1106514 softirq: 0 steal: 0 user_rt: 100096 system_rt: 0 User: 43858 nice: 1 system: 820734 idle: 24280218 iowait: 3218 irq: 288406 softirq: 0 steal: 0 user_rt: 25870 system_rt: 0 User: 50667 nice: 4411 system: 346155 idle: 24329137 iowait: 8058 irq: 705566 softirq: 0 steal: 0 user_rt: 26282 system_rt: 0 User: 44392 nice: 4417 system: 412563 idle: 24832685 iowait: 11899 irq: 52495 softirq: 0 steal: 0 user_rt: 24674 system_rt: 0 User: 49289 nice: 375 system: 393040 idle: 24919723 iowait: 4992 irq: 60046 softirq: 0 steal: 0 user_rt: 23269 system_rt: 0 188208	9206	1972493	98361764	28169	1106514	0	0	100096	0		43858	1	820734	24280218	3218	288406	0	0	25870	0		50667	4411	346155	24329137	8058	705566	0	0	26282	0		44392	4417	412563	24832685	11899	52495	0	0	24674	0		49289	375	393040	24919723	4992	60046	0	0	23269	0		5031392	921008	5952400	1015808	5031100	0	103528	1654792	15604224	45543648	9437184	3088384	57336	100	0	0	0	0	0	2048	44	837064	837108	26400	24180	2748460	10241036	0	0	115536	132836	120528	248	253364	0	10483708	10483708	0	34359646516	34359738367	32316	0	0	
1000	 1052	1399904159.095697802	User: 190634 nice: 9206 system: 1986833 idle: 98361764 iowait: 28169 irq: 1106516 softirq: 0 steal: 0 user_rt: 101550 system_rt: 0 User: 44656 nice: 1 system: 824128 idle: 24280218 iowait: 3218 irq: 288406 softirq: 0 steal: 0 user_rt: 26621 system_rt: 0 User: 51821 nice: 4411 system: 349193 idle: 24329137 iowait: 8058 irq: 705566 softirq: 0 steal: 0 user_rt: 26540 system_rt: 0 User: 44448 nice: 4417 system: 416697 idle: 24832685 iowait: 11899 irq: 52495 softirq: 0 steal: 0 user_rt: 24723 system_rt: 0 User: 49707 nice: 375 system: 396814 idle: 24919723 iowait: 4992 irq: 60047 softirq: 0 steal: 0 user_rt: 23665 system_rt: 0 190634	9206	1986833	98361764	28169	1106516	0	0	101550	0		44656	1	824128	24280218	3218	288406	0	0	26621	0		51821	4411	349193	24329137	8058	705566	0	0	26540	0		44448	4417	416697	24832685	11899	52495	0	0	24723	0		49707	375	396814	24919723	4992	60047	0	0	23665	0		5061864	921052	5982916	1026048	5061776	0	103548	1654848	15604224	45800852	9437184	3088384	57336	152	0	0	0	0	0	2048	44	837100	837144	26584	24268	2718300	10241036	0	0	116264	132892	121456	248	254348	0	10483708	10483708	0	34359684404	34359738367	32308	0	0	
1000	 1061	1399904198.411119675	User: 193521 nice: 9206 system: 1992350 idle: 98361769 iowait: 28169 irq: 1106517 softirq: 0 steal: 0 user_rt: 103181 system_rt: 0 User: 44748 nice: 1 system: 826136 idle: 24280221 iowait: 3218 irq: 288406 softirq: 0 steal: 0 user_rt: 26709 system_rt: 0 User: 53436 nice: 4411 system: 349678 idle: 24329139 iowait: 8058 irq: 705566 softirq: 0 steal: 0 user_rt: 26960 system_rt: 0 User: 44590 nice: 4417 system: 418657 idle: 24832685 iowait: 11899 irq: 52496 softirq: 0 steal: 0 user_rt: 24855 system_rt: 0 User: 50745 nice: 375 system: 397877 idle: 24919723 iowait: 4992 irq: 60047 softirq: 0 steal: 0 user_rt: 24656 system_rt: 0 193521	9206	1992350	98361769	28169	1106517	0	0	103181	0		44748	1	826136	24280221	3218	288406	0	0	26709	0		53436	4411	349678	24329139	8058	705566	0	0	26960	0		44590	4417	418657	24832685	11899	52496	0	0	24855	0		50745	375	397877	24919723	4992	60047	0	0	24656	0		5074684	921052	5995736	1026048	5074376	0	103556	1654884	15604224	45928536	9437184	3088384	57336	32	0	0	0	0	0	2048	44	837136	837180	26592	24296	2703272	10241036	0	0	116432	132924	121768	248	254692	0	10483708	10483708	0	34359641404	34359738367	32316	88	0	
1000	 1062	1399904203.479264667	User: 195285 nice: 9206 system: 2001340 idle: 98361777 iowait: 28169 irq: 1106519 softirq: 0 steal: 0 user_rt: 104828 system_rt: 0 User: 44840 nice: 1 system: 828725 idle: 24280229 iowait: 3218 irq: 288407 softirq: 0 steal: 0 user_rt: 26791 system_rt: 0 User: 53842 nice: 4411 system: 351962 idle: 24329139 iowait: 8058 irq: 705567 softirq: 0 steal: 0 user_rt: 27297 system_rt: 0 User: 45746 nice: 4417 system: 420192 idle: 24832685 iowait: 11899 irq: 52496 softirq: 0 steal: 0 user_rt: 25983 system_rt: 0 User: 50855 nice: 375 system: 400459 idle: 24919723 iowait: 4992 irq: 60047 softirq: 0 steal: 0 user_rt: 24755 system_rt: 0 195285	9206	2001340	98361777	28169	1106519	0	0	104828	0		44840	1	828725	24280229	3218	288407	0	0	26791	0		53842	4411	351962	24329139	8058	705567	0	0	27297	0		45746	4417	420192	24832685	11899	52496	0	0	25983	0		50855	375	400459	24919723	4992	60047	0	0	24755	0		5104140	921060	6025200	1030144	5104044	0	103576	1654888	15604224	46191244	9437184	3088384	57336	68	0	0	0	0	0	2048	44	837160	837204	26792	24364	2670848	10241036	0	0	117244	132932	122448	248	255380	0	10483708	10483708	0	34359684404	34359738367	32308	0	0	
1000	 1066	1399904258.776052209	User: 196715 nice: 9206 system: 2013282 idle: 98361777 iowait: 28169 irq: 1106520 softirq: 0 steal: 0 user_rt: 106117 system_rt: 0 User: 44844 nice: 1 system: 832064 idle: 24280229 iowait: 3218 irq: 288408 softirq: 0 steal: 0 user_rt: 26794 system_rt: 0 User: 54226 nice: 4411 system: 354922 idle: 24329139 iowait: 8058 irq: 705567 softirq: 0 steal: 0 user_rt: 27577 system_rt: 0 User: 45992 nice: 4417 system: 423289 idle: 24832685 iowait: 11899 irq: 52497 softirq: 0 steal: 0 user_rt: 26221 system_rt: 0 User: 51652 nice: 375 system: 403006 idle: 24919723 iowait: 4992 irq: 60047 softirq: 0 steal: 0 user_rt: 25523 system_rt: 0 196715	9206	2013282	98361777	28169	1106520	0	0	106117	0		44844	1	832064	24280229	3218	288408	0	0	26794	0		54226	4411	354922	24329139	8058	705567	0	0	27577	0		45992	4417	423289	24832685	11899	52497	0	0	26221	0		51652	375	403006	24919723	4992	60047	0	0	25523	0		5106812	921116	6027928	1030144	5106712	0	103588	1654952	15604224	46191244	9437184	3088384	57336	116	0	0	0	0	0	2048	44	837180	837224	26832	24408	2667596	10241036	0	0	117280	133124	122812	248	255936	0	10483708	10483708	0	34359684404	34359738367	32308	0	0	
1000	 1070	1399904273.496236025	User: 196928 nice: 9206 system: 2018961 idle: 98361779 iowait: 28169 irq: 1106520 softirq: 0 steal: 0 user_rt: 106320 system_rt: 0 User: 44886 nice: 1 system: 833494 idle: 24280230 iowait: 3218 irq: 288408 softirq: 0 steal: 0 user_rt: 26832 system_rt: 0 User: 54289 nice: 4411 system: 356332 idle: 24329139 iowait: 8058 irq: 705567 softirq: 0 steal: 0 user_rt: 27639 system_rt: 0 User: 46051 nice: 4417 system: 424704 idle: 24832685 iowait: 11899 irq: 52497 softirq: 0 steal: 0 user_rt: 26278 system_rt: 0 User: 51701 nice: 375 system: 404430 idle: 24919723 iowait: 4992 irq: 60047 softirq: 0 steal: 0 user_rt: 25570 system_rt: 0 196928	9206	2018961	98361779	28169	1106520	0	0	106320	0		44886	1	833494	24280230	3218	288408	0	0	26832	0		54289	4411	356332	24329139	8058	705567	0	0	27639	0		46051	4417	424704	24832685	11899	52497	0	0	26278	0		51701	375	404430	24919723	4992	60047	0	0	25570	0		5111044	921116	6032160	1030144	5110780	0	103600	1654972	15604224	46228568	9437184	3088384	57336	128	0	0	0	0	0	2048	44	837212	837256	26800	24424	2663020	10241036	0	0	117304	133060	122704	248	255764	0	10483708	10483708	0	34359684404	34359738367	32308	0	0	
1000	 1072	1399904281.900524742	User: 198074 nice: 9206 system: 2021169 idle: 98361784 iowait: 28169 irq: 1106521 softirq: 0 steal: 0 user_rt: 107441 system_rt: 0 User: 44898 nice: 1 system: 834317 idle: 24280236 iowait: 3218 irq: 288408 softirq: 0 steal: 0 user_rt: 26842 system_rt: 0 User: 54343 nice: 4411 system: 357117 idle: 24329139 iowait: 8058 irq: 705567 softirq: 0 steal: 0 user_rt: 27691 system_rt: 0 User: 46363 nice: 4417 system: 425232 idle: 24832685 iowait: 11899 irq: 52497 softirq: 0 steal: 0 user_rt: 26580 system_rt: 0 User: 52469 nice: 375 system: 404501 idle: 24919723 iowait: 4992 irq: 60047 softirq: 0 steal: 0 user_rt: 26325 system_rt: 0 198074	9206	2021169	98361784	28169	1106521	0	0	107441	0		44898	1	834317	24280236	3218	288408	0	0	26842	0		54343	4411	357117	24329139	8058	705567	0	0	27691	0		46363	4417	425232	24832685	11899	52497	0	0	26580	0		52469	375	404501	24919723	4992	60047	0	0	26325	0		5114272	921124	6035396	1032192	5114152	0	103604	1654988	15604224	46269520	9437184	3088384	57336	16	0	0	0	0	0	2048	44	837224	837268	26816	24416	2658816	10241036	0	0	117388	133060	122712	248	255772	0	10483708	10483708	0	34359684404	34359738367	32308	0	0	
1000	 1072	1399904307.150951699	User: 198938 nice: 9206 system: 2023781 idle: 98361784 iowait: 28169 irq: 1108642 softirq: 0 steal: 0 user_rt: 108274 system_rt: 0 User: 45035 nice: 1 system: 834696 idle: 24280236 iowait: 3218 irq: 288408 softirq: 0 steal: 0 user_rt: 26969 system_rt: 0 User: 54371 nice: 4411 system: 357120 idle: 24329139 iowait: 8058 irq: 705567 softirq: 0 steal: 0 user_rt: 27719 system_rt: 0 User: 46713 nice: 4417 system: 427407 idle: 24832685 iowait: 11899 irq: 52497 softirq: 0 steal: 0 user_rt: 26921 system_rt: 0 User: 52818 nice: 375 system: 404556 idle: 24919723 iowait: 4992 irq: 62168 softirq: 0 steal: 0 user_rt: 26664 system_rt: 0 198938	9206	2023781	98361784	28169	1108642	0	0	108274	0		45035	1	834696	24280236	3218	288408	0	0	26969	0		54371	4411	357120	24329139	8058	705567	0	0	27719	0		46713	4417	427407	24832685	11899	52497	0	0	26921	0		52818	375	404556	24919723	4992	62168	0	0	26664	0		5115752	921132	6036884	1032192	5115768	0	103608	1654992	15604224	46269520	9437184	3088384	57336	20	0	0	0	0	0	2048	44	837220	837264	26824	24416	2657164	10241036	0	0	117372	133092	122860	248	255952	0	10483708	10483708	0	34359684404	34359738367	32308	28	0	
1000	 1073	1399904312.923832302	User: 199284 nice: 9206 system: 2029870 idle: 98361784 iowait: 28169 irq: 1109020 softirq: 0 steal: 0 user_rt: 108606 system_rt: 0 User: 45038 nice: 1 system: 837279 idle: 24280236 iowait: 3218 irq: 288408 softirq: 0 steal: 0 user_rt: 26972 system_rt: 0 User: 54376 nice: 4411 system: 360187 idle: 24329139 iowait: 8058 irq: 705567 softirq: 0 steal: 0 user_rt: 27724 system_rt: 0 User: 46878 nice: 4417 system: 427819 idle: 24832685 iowait: 11899 irq: 52497 softirq: 0 steal: 0 user_rt: 27079 system_rt: 0 User: 52990 nice: 375 system: 404584 idle: 24919723 iowait: 4992 irq: 62546 softirq: 0 steal: 0 user_rt: 26830 system_rt: 0 199284	9206	2029870	98361784	28169	1109020	0	0	108606	0		45038	1	837279	24280236	3218	288408	0	0	26972	0		54376	4411	360187	24329139	8058	705567	0	0	27724	0		46878	4417	427819	24832685	11899	52497	0	0	27079	0		52990	375	404584	24919723	4992	62546	0	0	26830	0		5117660	921144	6038804	1032192	5117196	0	103616	1655000	15604224	46311068	9437184	3088384	57336	48	0	0	0	0	0	2048	44	837220	837264	26880	24440	2653116	10241036	0	0	117444	133160	122684	248	255844	0	10483708	10483708	0	34359684404	34359738367	32308	0	0	
1000	 1074	1399904347.439738017	User: 202094 nice: 9206 system: 2039908 idle: 98361795 iowait: 28171 irq: 1109962 softirq: 0 steal: 0 user_rt: 111252 system_rt: 0 User: 45162 nice: 1 system: 839658 idle: 24280242 iowait: 3218 irq: 289349 softirq: 0 steal: 0 user_rt: 27088 system_rt: 0 User: 54828 nice: 4411 system: 363181 idle: 24329144 iowait: 8058 irq: 705567 softirq: 0 steal: 0 user_rt: 28108 system_rt: 0 User: 49081 nice: 4417 system: 429065 idle: 24832685 iowait: 11901 irq: 52498 softirq: 0 steal: 0 user_rt: 29195 system_rt: 0 User: 53022 nice: 375 system: 408003 idle: 24919723 iowait: 4992 irq: 62546 softirq: 0 steal: 0 user_rt: 26859 system_rt: 0 202094	9206	2039908	98361795	28171	1109962	0	0	111252	0		45162	1	839658	24280242	3218	289349	0	0	27088	0		54828	4411	363181	24329144	8058	705567	0	0	28108	0		49081	4417	429065	24832685	11901	52498	0	0	29195	0		53022	375	408003	24919723	4992	62546	0	0	26859	0		5134952	921156	6056108	1038336	5134996	0	103644	1655012	15604224	46532096	9437184	3088384	57336	104	0	0	0	0	0	2048	44	837256	837300	26928	24448	2636832	10241036	0	0	117964	133064	123108	248	256172	0	10483708	10483708	0	34359634476	34359738367	32316	0	0	
1000	 1075	1399904364.249457757	User: 202789 nice: 9206 system: 2045926 idle: 98361802 iowait: 28171 irq: 1109963 softirq: 0 steal: 0 user_rt: 111900 system_rt: 0 User: 45353 nice: 1 system: 841147 idle: 24280242 iowait: 3218 irq: 289349 softirq: 0 steal: 0 user_rt: 27271 system_rt: 0 User: 55017 nice: 4411 system: 364672 idle: 24329144 iowait: 8058 irq: 705567 softirq: 0 steal: 0 user_rt: 28291 system_rt: 0 User: 49263 nice: 4417 system: 430561 idle: 24832686 iowait: 11901 irq: 52498 softirq: 0 steal: 0 user_rt: 29364 system_rt: 0 User: 53154 nice: 375 system: 409545 idle: 24919729 iowait: 4992 irq: 62547 softirq: 0 steal: 0 user_rt: 26971 system_rt: 0 202789	9206	2045926	98361802	28171	1109963	0	0	111900	0		45353	1	841147	24280242	3218	289349	0	0	27271	0		55017	4411	364672	24329144	8058	705567	0	0	28291	0		49263	4417	430561	24832686	11901	52498	0	0	29364	0		53154	375	409545	24919729	4992	62547	0	0	26971	0		5171504	921168	6092672	1044480	5171248	0	103652	1655024	15604224	46841508	9437184	3088384	57336	52	0	0	0	0	0	2048	44	837264	837308	27208	24592	2596072	10241036	0	0	118900	133104	123748	248	256852	0	10483708	10483708	0	34359684404	34359738367	32308	0	0	
1000	 1076	1399904383.731688305	User: 203269 nice: 9206 system: 2053245 idle: 98361802 iowait: 28171 irq: 1109964 softirq: 0 steal: 0 user_rt: 112348 system_rt: 0 User: 45544 nice: 1 system: 842906 idle: 24280242 iowait: 3218 irq: 289349 softirq: 0 steal: 0 user_rt: 27454 system_rt: 0 User: 55165 nice: 4411 system: 366474 idle: 24329144 iowait: 8058 irq: 705567 softirq: 0 steal: 0 user_rt: 28430 system_rt: 0 User: 49329 nice: 4417 system: 432445 idle: 24832686 iowait: 11901 irq: 52499 softirq: 0 steal: 0 user_rt: 29425 system_rt: 0 User: 53229 nice: 375 system: 411420 idle: 24919729 iowait: 4992 irq: 62547 softirq: 0 steal: 0 user_rt: 27038 system_rt: 0 203269	9206	2053245	98361802	28171	1109964	0	0	112348	0		45544	1	842906	24280242	3218	289349	0	0	27454	0		55165	4411	366474	24329144	8058	705567	0	0	28430	0		49329	4417	432445	24832686	11901	52499	0	0	29425	0		53229	375	411420	24919729	4992	62547	0	0	27038	0		5189840	921172	6111012	1044480	5189736	0	103668	1655028	15604224	47089232	9437184	3088384	57336	84	0	0	0	0	0	2048	44	837280	837324	27312	24608	2575820	10241036	0	0	119472	133104	124256	248	257360	0	10483708	10483708	0	34359627580	34359738367	32316	0	0	
